YEAR,NAME,SAEMHI_LB90,SAEMHI_PT,SAEMHI_UB90,SAEPOVRT0_17_PT,SAEPOVALL_PT,SAEPOVRTALL_PT,YEAR,state,county
2013,Scott County,40513,43650,46787,24.5,3998,17.0,2013,18,143
2013,Shelby County,45580,49657,53734,18.1,5536,12.6,2013,18,145
2013,Spencer County,47374,50533,53692,13.8,2170,10.5,2013,18,147
2013,Starke County,36483,39552,42621,28.4,4468,19.4,2013,18,149
2013,Steuben County,42797,46275,49753,19.0,4048,12.3,2013,18,151
2013,Sullivan County,37943,41978,46013,23.8,3458,18.3,2013,18,153
2013,Switzerland County,39017,43243,47469,32.6,2063,19.9,2013,18,155
2013,Tippecanoe County,45133,47808,50483,18.5,32401,19.6,2013,18,157
2013,Tipton County,48152,53185,58218,14.5,1595,10.3,2013,18,159
2013,Union County,40934,45411,49888,21.2,944,13.1,2013,18,161
2013,Vanderburgh County,39722,42014,44306,26.9,32670,18.7,2013,18,163
2013,Vermillion County,37920,40813,43706,20.3,2162,13.9,2013,18,165
2013,Vigo County,36074,39014,41954,29.7,23603,23.9,2013,18,167
2013,Wabash County,43092,45833,48574,21.3,4328,14.2,2013,18,169
2013,Warren County,49671,53623,57575,16.0,819,9.9,2013,18,171
2013,Warrick County,58127,61820,65513,11.1,4766,7.9,2013,18,173
2013,Washington County,40463,43981,47499,24.7,4250,15.5,2013,18,175
2013,Wayne County,33844,36623,39402,30.6,15032,23.0,2013,18,177
2013,Wells County,45833,49452,53071,17.3,3208,11.8,2013,18,179
2013,White County,44466,48581,52696,19.3,2972,12.4,2013,18,181
2013,Whitley County,49273,52673,56073,13.2,2925,8.9,2013,18,183
2013,Adair County,43451,47905,52359,15.6,740,10.1,2013,19,001
2013,Adams County,39842,44004,48166,20.4,505,13.2,2013,19,003
2013,Allamakee County,40791,44673,48555,21.2,1930,13.9,2013,19,005
2013,Appanoose County,34107,37683,41259,25.3,2156,17.2,2013,19,007
2013,Audubon County,42642,47227,51812,16.0,642,11.2,2013,19,009
2013,Benton County,53959,59179,64399,11.6,2228,8.8,2013,19,011
2013,Black Hawk County,44108,46281,48454,20.3,21215,16.7,2013,19,013
2013,Boone County,48754,52578,56402,15.5,2920,11.3,2013,19,015
2013,Bremer County,57035,61665,66295,6.2,1482,6.5,2013,19,017
2013,Buchanan County,49579,54383,59187,14.4,1903,9.2,2013,19,019
2013,Buena Vista County,43716,47514,51312,17.5,2448,12.5,2013,19,021
2013,Butler County,49095,53920,58745,12.8,1367,9.3,2013,19,023
2013,Calhoun County,42728,47351,51974,16.1,1294,14.0,2013,19,025
2013,Carroll County,46667,51328,55989,11.4,1915,9.5,2013,19,027
2013,Cass County,42235,45191,48147,21.3,1972,14.8,2013,19,029
2013,Cedar County,56691,58530,60369,9.0,1334,7.4,2013,19,031
2013,Cerro Gordo County,42727,46063,49399,15.8,5053,11.9,2013,19,033
2013,Cherokee County,46655,51655,56655,15.5,1285,11.1,2013,19,035
2013,Chickasaw County,45699,50342,54985,14.6,1292,10.6,2013,19,037
2013,Clarke County,39226,42776,46326,20.5,1223,13.3,2013,19,039
2013,Clay County,46845,51399,55953,16.6,1728,10.7,2013,19,041
2013,Clayton County,45322,48626,51930,17.9,2105,12.0,2013,19,043
2013,Clinton County,45945,49702,53459,19.6,6610,13.9,2013,19,045
2013,Crawford County,44377,48555,52733,18.6,2234,13.0,2013,19,047
2013,Dallas County,74175,79309,84443,6.7,4425,6.0,2013,19,049
2013,Davis County,40613,44477,48341,28.8,1428,16.5,2013,19,051
2013,Decatur County,34643,37534,40425,29.7,1603,21.6,2013,19,053
2013,Delaware County,50296,54587,58878,13.5,1755,10.1,2013,19,055
2013,Des Moines County,40414,42882,45350,22.2,4890,12.3,2013,19,057
2013,Dickinson County,54821,58610,62399,11.7,1463,8.7,2013,19,059
2013,Dubuque County,49318,51907,54496,14.5,11758,12.8,2013,19,061
2013,Emmet County,42712,46892,51072,20.7,1402,14.7,2013,19,063
2013,Fayette County,40923,44739,48555,18.7,2730,13.9,2013,19,065
2013,Floyd County,46035,48964,51893,17.6,1918,12.1,2013,19,067
2013,Franklin County,44011,47879,51747,20.6,1405,13.6,2013,19,069
2013,Fremont County,46304,50934,55564,19.6,907,13.1,2013,19,071
2013,Greene County,43752,47936,52120,19.5,1148,12.8,2013,19,073
2013,Grundy County,56507,61381,66255,8.5,837,6.9,2013,19,075
2013,Guthrie County,49190,53708,58226,13.7,1084,10.3,2013,19,077
2013,Hamilton County,46621,50867,55113,15.9,1516,10.1,2013,19,079
2013,Hancock County,49921,54835,59749,13.9,1102,10.1,2013,19,081
2013,Hardin County,47587,51907,56227,18.5,1819,11.0,2013,19,083
2013,Harrison County,49859,53764,57669,14.6,1505,10.6,2013,19,085
2013,Henry County,46483,50084,53685,18.7,2651,14.2,2013,19,087
2013,Howard County,41815,45975,50135,16.7,1115,11.9,2013,19,089
2013,Humboldt County,47471,52286,57101,16.4,1066,11.2,2013,19,091
2013,Ida County,47584,51948,56312,15.9,803,11.5,2013,19,093
2013,Iowa County,53256,58028,62800,10.5,1613,10.1,2013,19,095
2013,Jackson County,43134,46180,49226,17.1,2272,11.8,2013,19,097
2013,Jasper County,52389,55492,58595,13.5,3439,9.8,2013,19,099
2013,Jefferson County,38102,41942,45782,22.0,2456,16.1,2013,19,101
2013,Johnson County,50178,53204,56230,12.7,20945,16.0,2013,19,103
2013,Jones County,51096,54749,58402,13.3,1974,10.2,2013,19,105
2013,Keokuk County,43625,47626,51627,17.5,1354,13.3,2013,19,107
2013,Kossuth County,51156,55972,60788,14.0,1480,9.8,2013,19,109
2013,Lee County,41641,45307,48973,23.2,5534,16.2,2013,19,111
2013,Linn County,54541,56503,58465,12.1,20448,9.7,2013,19,113
2013,Louisa County,46863,51387,55911,15.7,1259,11.3,2013,19,115
2013,Lucas County,37567,41011,44455,23.6,1305,15.1,2013,19,117
2013,Lyon County,55118,60548,65978,10.2,876,7.6,2013,19,119
2013,Madison County,53788,59074,64360,10.1,1273,8.4,2013,19,121
2013,Mahaska County,44895,48978,53061,17.9,3048,14.0,2013,19,123
2013,Marion County,51867,56883,61899,11.0,2963,9.3,2013,19,125
2013,Marshall County,48809,51382,53955,19.6,5275,13.4,2013,19,127
2013,Mills County,51145,56504,61863,13.6,1436,10.0,2013,19,129
2013,Mitchell County,48042,53049,58056,15.7,1067,10.2,2013,19,131
2013,Monona County,40098,41461,42824,19.1,1112,12.5,2013,19,133
2013,Monroe County,44841,49012,53183,18.3,990,12.6,2013,19,135
2013,Montgomery County,40788,44669,48550,22.3,1525,15.0,2013,19,137
2013,Muscatine County,49205,54025,58845,18.5,5372,12.7,2013,19,139
2013,O'Brien County,53018,57287,61556,12.2,1296,9.4,2013,19,141
2013,Osceola County,46130,51017,55904,14.2,554,9.1,2013,19,143
2013,Page County,43639,47438,51237,24.8,2451,17.3,2013,19,145
2013,Palo Alto County,44973,49536,54099,14.5,949,10.8,2013,19,147
2013,Plymouth County,53077,58113,63149,10.3,2054,8.3,2013,19,149
2013,Pocahontas County,45840,50401,54962,16.8,802,11.5,2013,19,151
2013,Polk County,57326,59388,61450,16.0,55095,12.4,2013,19,153
2013,Pottawattamie County,47969,50570,53171,18.9,12317,13.6,2013,19,155
2013,Poweshiek County,46898,50799,54700,14.2,2034,12.0,2013,19,157
2013,Ringgold County,45575,47319,49063,28.5,800,16.4,2013,19,159
2013,Sac County,47631,51399,55167,14.3,1043,10.6,2013,19,161
2013,Scott County,51241,54444,57647,19.9,23656,14.2,2013,19,163
2013,Shelby County,50016,54740,59464,12.0,1098,9.4,2013,19,165
2013,Sioux County,57787,61817,65847,9.7,2623,8.2,2013,19,167
2013,Story County,49723,53782,57841,10.5,17496,21.1,2013,19,169
2013,Tama County,50029,53844,57659,17.0,1973,11.5,2013,19,171
2013,Taylor County,41080,45009,48938,18.0,854,14.1,2013,19,173
2013,Union County,39463,43357,47251,20.1,1656,13.5,2013,19,175
2013,Van Buren County,39299,43019,46739,26.3,1191,16.2,2013,19,177
2013,Wapello County,37344,40629,43914,24.5,6843,19.9,2013,19,179
2013,Warren County,61626,66328,71030,9.1,3207,7.0,2013,19,181
2013,Washington County,51293,54480,57667,14.8,2021,9.3,2013,19,183
2013,Wayne County,36571,38981,41391,26.5,893,14.2,2013,19,185
2013,Webster County,41249,45202,49155,22.1,5475,15.9,2013,19,187
2013,Winnebago County,46399,50383,54367,15.6,1118,11.1,2013,19,189
2013,Winneshiek County,50162,53194,56226,11.6,2031,10.9,2013,19,191
2013,Woodbury County,43751,45678,47605,22.7,16423,16.5,2013,19,193
2013,Worth County,44792,49605,54418,16.1,808,10.9,2013,19,195
2013,Wright County,45413,49369,53325,16.8,1348,10.6,2013,19,197
2013,Allen County,37112,40073,43034,26.4,2214,17.5,2013,20,001
2013,Anderson County,38191,42386,46581,21.0,1201,15.4,2013,20,003
2013,Atchison County,41129,44180,47231,22.2,2782,17.9,2013,20,005
2013,Barber County,45421,50097,54773,18.3,624,12.7,2013,20,007
2013,Barton County,39068,42464,45860,20.3,4028,15.0,2013,20,009
2013,Bourbon County,32742,35990,39238,30.1,2788,19.4,2013,20,011
2013,Brown County,37953,41426,44899,22.7,1458,14.7,2013,20,013
2013,Butler County,53764,56456,59148,14.2,7168,11.3,2013,20,015
2013,Chase County,39965,44300,48635,18.0,296,11.6,2013,20,017
2013,Chautauqua County,35482,38973,42464,25.8,547,15.8,2013,20,019
2013,Cherokee County,36583,40310,44037,27.7,3906,18.9,2013,20,021
2013,Cheyenne County,35598,39317,43036,18.3,330,12.5,2013,20,023
2013,Clark County,39205,42866,46527,15.6,261,12.3,2013,20,025
2013,Clay County,43477,48178,52879,17.4,976,11.9,2013,20,027
2013,Cloud County,37223,40663,44103,17.2,1259,14.3,2013,20,029
2013,Coffey County,48957,53487,58017,13.5,890,10.8,2013,20,031
2013,Comanche County,39924,44076,48228,15.9,211,11.3,2013,20,033
2013,Cowley County,39447,42341,45235,23.7,6242,18.3,2013,20,035
2013,Crawford County,33851,36958,40065,24.4,8310,22.2,2013,20,037
2013,Decatur County,34063,37789,41515,20.8,392,13.8,2013,20,039
2013,Dickinson County,45717,49033,52349,16.2,2104,10.9,2013,20,041
2013,Doniphan County,42321,46338,50355,18.9,1053,14.3,2013,20,043
2013,Douglas County,48132,51221,54310,15.2,17586,16.6,2013,20,045
2013,Edwards County,42019,45687,49355,17.5,344,11.8,2013,20,047
2013,Elk County,34610,37537,40464,32.4,474,18.2,2013,20,049
2013,Ellis County,43131,47454,51777,13.7,4024,14.4,2013,20,051
2013,Ellsworth County,43758,48030,52302,13.8,616,11.4,2013,20,053
2013,Finney County,44384,46984,49584,22.7,6114,16.8,2013,20,055
2013,Ford County,42829,46444,50059,18.6,4756,14.0,2013,20,057
2013,Franklin County,44570,48297,52024,19.5,3561,14.1,2013,20,059
2013,Geary County,38682,41048,43414,24.2,5758,15.8,2013,20,061
2013,Gove County,43830,48042,52254,15.0,285,10.5,2013,20,063
2013,Graham County,40219,44422,48625,18.6,341,13.3,2013,20,065
2013,Grant County,51029,54952,58875,17.2,920,11.7,2013,20,067
2013,Gray County,51870,56615,61360,13.6,558,9.4,2013,20,069
2013,Greeley County,45596,50637,55678,13.4,126,10.0,2013,20,071
2013,Greenwood County,32654,35803,38952,23.0,992,15.7,2013,20,073
2013,Hamilton County,38130,42263,46396,20.5,359,13.8,2013,20,075
2013,Harper County,39187,43066,46945,21.4,850,14.9,2013,20,077
2013,Harvey County,49341,54135,58929,15.1,3762,11.3,2013,20,079
2013,Haskell County,49935,53076,56217,17.2,472,11.5,2013,20,081
2013,Hodgeman County,44486,49119,53752,13.8,188,9.7,2013,20,083
2013,Jackson County,46213,50661,55109,15.1,1370,10.4,2013,20,085
2013,Jefferson County,50640,54890,59140,14.3,1874,10.1,2013,20,087
2013,Jewell County,37869,41924,45979,20.2,414,13.7,2013,20,089
2013,Johnson County,72102,74135,76168,7.0,34429,6.1,2013,20,091
2013,Kearny County,49368,54399,59430,19.2,468,12.2,2013,20,093
2013,Kingman County,46498,51281,56064,17.6,933,12.2,2013,20,095
2013,Kiowa County,41056,45417,49778,14.6,272,11.5,2013,20,097
2013,Labette County,35237,38542,41847,26.6,3367,16.4,2013,20,099
2013,Lane County,48103,52915,57727,14.4,164,9.6,2013,20,101
2013,Leavenworth County,61395,65424,69453,13.7,8040,11.2,2013,20,103
2013,Lincoln County,38752,42521,46290,19.9,407,13.2,2013,20,105
2013,Linn County,40352,44036,47720,21.5,1425,15.1,2013,20,107
2013,Logan County,41828,46375,50922,13.7,278,10.1,2013,20,109
2013,Lyon County,35969,39483,42997,23.1,6790,21.2,2013,20,111
2013,McPherson County,49118,52734,56350,11.7,2682,9.4,2013,20,113
2013,Marion County,41771,45319,48867,16.2,1465,12.8,2013,20,115
2013,Marshall County,45947,50087,54227,14.7,1035,10.5,2013,20,117
2013,Meade County,49707,53942,58177,14.3,436,10.3,2013,20,119
2013,Miami County,54554,59706,64858,12.6,3032,9.4,2013,20,121
2013,Mitchell County,41979,46181,50383,14.8,743,12.2,2013,20,123
2013,Montgomery County,36403,39045,41687,25.0,5475,16.6,2013,20,125
2013,Morris County,43608,46404,49200,19.6,733,13.0,2013,20,127
2013,Morton County,46180,51157,56134,18.2,363,11.9,2013,20,129
2013,Nemaha County,45237,50006,54775,11.0,970,9.8,2013,20,131
2013,Neosho County,38203,41877,45551,29.8,2967,18.7,2013,20,133
2013,Ness County,44690,49432,54174,14.7,324,10.8,2013,20,135
2013,Norton County,38148,42389,46630,16.9,680,14.2,2013,20,137
2013,Osage County,45406,48991,52576,16.6,2021,12.7,2013,20,139
2013,Osborne County,34825,38493,42161,23.1,561,15.2,2013,20,141
2013,Ottawa County,47494,52041,56588,12.9,550,9.3,2013,20,143
2013,Pawnee County,41104,45331,49558,18.6,863,14.5,2013,20,145
2013,Phillips County,41099,44080,47061,18.3,672,12.3,2013,20,147
2013,Pottawatomie County,55169,59856,64543,12.2,2104,9.4,2013,20,149
2013,Pratt County,46015,50970,55925,16.3,1174,12.4,2013,20,151
2013,Rawlins County,41786,45901,50016,16.6,311,12.2,2013,20,153
2013,Reno County,42173,44099,46025,20.2,9085,14.9,2013,20,155
2013,Republic County,36239,39819,43399,20.5,603,12.8,2013,20,157
2013,Rice County,41284,45389,49494,18.4,1257,13.5,2013,20,159
2013,Riley County,42402,46267,50132,17.4,14486,21.8,2013,20,161
2013,Rooks County,36921,40870,44819,18.6,706,13.8,2013,20,163
2013,Rush County,38816,42867,46918,19.0,390,12.5,2013,20,165
2013,Russell County,35813,39520,43227,23.9,1172,17.1,2013,20,167
2013,Saline County,45470,48505,51540,19.8,7838,14.4,2013,20,169
2013,Scott County,45888,51013,56138,12.8,423,8.6,2013,20,171
2013,Sedgwick County,47077,48671,50265,22.1,79780,16.0,2013,20,173
2013,Seward County,41405,45349,49293,25.3,4169,18.2,2013,20,175
2013,Shawnee County,47895,50042,52189,22.2,29374,16.8,2013,20,177
2013,Sheridan County,45906,50961,56016,16.5,282,11.2,2013,20,179
2013,Sherman County,35645,38025,40405,24.1,924,15.4,2013,20,181
2013,Smith County,35927,39696,43465,17.7,460,12.7,2013,20,183
2013,Stafford County,38515,42430,46345,20.2,619,14.5,2013,20,185
2013,Stanton County,45170,49977,54784,19.3,267,12.5,2013,20,187
2013,Stevens County,52177,57483,62789,15.6,625,10.9,2013,20,189
2013,Sumner County,46118,50844,55570,18.2,3098,13.4,2013,20,191
2013,Thomas County,43363,47654,51945,13.1,839,11.1,2013,20,193
2013,Trego County,39508,43668,47828,13.1,300,10.3,2013,20,195
2013,Wabaunsee County,49469,54414,59359,13.2,655,9.4,2013,20,197
2013,Wallace County,41428,46082,50736,16.7,192,12.4,2013,20,199
2013,Washington County,40839,43897,46955,15.0,580,10.5,2013,20,201
2013,Wichita County,47155,51286,55417,17.6,243,11.2,2013,20,203
2013,Wilson County,37990,41073,44156,28.4,1647,18.4,2013,20,205
2013,Woodson County,38380,40971,43562,30.2,550,17.4,2013,20,207
2013,Wyandotte County,36541,38728,40915,38.3,40636,25.6,2013,20,209
2013,Adair County,28790,31710,34630,39.0,4395,25.0,2013,21,001
2013,Allen County,36276,39798,43320,31.4,4139,20.6,2013,21,003
2013,Anderson County,47957,52852,57747,18.5,2464,11.4,2013,21,005
2013,Ballard County,38597,42712,46827,26.2,1395,17.1,2013,21,007
2013,Barren County,34877,38370,41863,29.3,8699,20.7,2013,21,009
2013,Bath County,30571,33752,36933,38.9,3135,26.5,2013,21,011
2013,Bell County,23350,25761,28172,47.3,9608,35.7,2013,21,013
2013,Boone County,61958,65274,68590,11.7,10704,8.7,2013,21,015
2013,Bourbon County,36414,40045,43676,25.8,3258,16.5,2013,21,017
2013,Boyd County,38713,41443,44173,26.6,9440,20.3,2013,21,019
2013,Boyle County,40419,43585,46751,25.0,4534,17.2,2013,21,021
2013,Bracken County,38933,43222,47511,24.7,1348,16.2,2013,21,023
2013,Breathitt County,24365,26869,29373,43.6,4500,33.9,2013,21,025
2013,Breckinridge County,36836,40107,43378,27.9,3770,19.2,2013,21,027
2013,Bullitt County,53675,57462,61249,15.4,7775,10.2,2013,21,029
2013,Butler County,33234,36670,40106,33.5,2768,22.1,2013,21,031
2013,Caldwell County,33612,37317,41022,28.7,2401,19.0,2013,21,033
2013,Calloway County,34365,37977,41589,24.5,7882,22.8,2013,21,035
2013,Campbell County,50989,53321,55653,21.1,13013,14.8,2013,21,037
2013,Carlisle County,34699,38283,41867,28.3,863,17.5,2013,21,039
2013,Carroll County,38653,41792,44931,31.6,2235,21.0,2013,21,041
2013,Carter County,31497,34767,38037,31.4,5948,22.5,2013,21,043
2013,Casey County,26906,29303,31700,42.8,4614,29.7,2013,21,045
2013,Christian County,38274,41333,44392,26.3,12412,18.1,2013,21,047
2013,Clark County,41549,45516,49483,25.7,6015,17.1,2013,21,049
2013,Clay County,22044,24173,26302,52.5,8193,42.8,2013,21,051
2013,Clinton County,25036,27443,29850,41.2,2753,27.6,2013,21,053
2013,Crittenden County,33713,37372,41031,34.1,2006,22.2,2013,21,055
2013,Cumberland County,27648,30043,32438,40.3,1752,26.2,2013,21,057
2013,Daviess County,44345,46908,49471,21.4,14598,15.3,2013,21,059
2013,Edmonson County,32974,36324,39674,29.3,2524,21.2,2013,21,061
2013,Elliott County,26626,29544,32462,38.1,2171,33.1,2013,21,063
2013,Estill County,27457,30388,33319,40.3,4023,28.1,2013,21,065
2013,Fayette County,45654,47959,50264,21.8,56359,19.0,2013,21,067
2013,Fleming County,31982,35454,38926,32.1,3358,23.2,2013,21,069
2013,Floyd County,28557,31229,33901,37.9,11615,30.6,2013,21,071
2013,Franklin County,42365,46309,50253,24.2,8122,16.9,2013,21,073
2013,Fulton County,25852,28550,31248,45.6,1730,29.2,2013,21,075
2013,Gallatin County,39984,44142,48300,24.5,1369,16.3,2013,21,077
2013,Garrard County,38853,42853,46853,28.7,3237,19.3,2013,21,079
2013,Grant County,40362,43861,47360,27.9,4843,20.1,2013,21,081
2013,Graves County,36797,39960,43123,28.7,7117,19.3,2013,21,083
2013,Grayson County,30155,32813,35471,34.6,6290,25.1,2013,21,085
2013,Green County,29111,32309,35507,31.6,2547,23.1,2013,21,087
2013,Greenup County,41309,44581,47853,25.7,6841,19.0,2013,21,089
2013,Hancock County,45903,50809,55715,19.3,1328,15.4,2013,21,091
2013,Hardin County,45515,48327,51139,20.3,15049,14.4,2013,21,093
2013,Harlan County,23510,25460,27410,36.6,8531,30.5,2013,21,095
2013,Harrison County,38597,42228,45859,25.1,3172,17.4,2013,21,097
2013,Hart County,30567,33588,36609,37.5,5102,27.9,2013,21,099
2013,Henderson County,39097,42492,45887,28.1,8840,19.5,2013,21,101
2013,Henry County,45059,48245,51431,23.2,2352,15.4,2013,21,103
2013,Hickman County,35020,38733,42446,30.5,894,19.8,2013,21,105
2013,Hopkins County,38102,40782,43462,26.4,7925,17.5,2013,21,107
2013,Jackson County,26171,28759,31347,42.9,4017,30.3,2013,21,109
2013,Jefferson County,46174,47495,48816,22.3,119846,16.1,2013,21,111
2013,Jessamine County,48472,52011,55550,21.8,7452,15.4,2013,21,113
2013,Johnson County,31287,34593,37899,32.7,5895,25.7,2013,21,115
2013,Kenton County,51558,53949,56340,19.7,21585,13.4,2013,21,117
2013,Knott County,29988,32294,34600,38.3,4342,28.3,2013,21,119
2013,Knox County,23769,26220,28671,49.4,10917,35.2,2013,21,121
2013,Larue County,37440,41537,45634,27.1,2511,18.3,2013,21,123
2013,Laurel County,33463,35372,37281,31.4,13021,22.2,2013,21,125
2013,Lawrence County,30194,33469,36744,32.2,3957,25.2,2013,21,127
2013,Lee County,23199,25767,28335,50.0,2320,35.1,2013,21,129
2013,Leslie County,26323,29008,31693,37.3,3147,29.2,2013,21,131
2013,Letcher County,28967,31799,34631,34.4,6328,27.1,2013,21,133
2013,Lewis County,27885,30443,33001,39.3,3674,27.0,2013,21,135
2013,Lincoln County,31862,35092,38322,31.4,5569,23.1,2013,21,137
2013,Livingston County,37300,41177,45054,22.8,1474,15.9,2013,21,139
2013,Logan County,35900,39513,43126,28.1,5223,19.7,2013,21,141
2013,Lyon County,39385,43311,47237,22.8,1254,17.4,2013,21,143
2013,McCracken County,39124,42069,45014,28.7,12659,19.8,2013,21,145
2013,McCreary County,22020,24406,26792,52.6,6562,40.7,2013,21,147
2013,McLean County,35528,38128,40728,24.8,1699,18.1,2013,21,149
2013,Madison County,42020,44845,47670,22.9,15778,19.8,2013,21,151
2013,Magoffin County,27123,29817,32511,39.5,3706,29.0,2013,21,153
2013,Marion County,36473,39665,42857,26.2,3466,18.5,2013,21,155
2013,Marshall County,40456,44157,47858,18.9,3894,12.7,2013,21,157
2013,Martin County,24449,26931,29413,46.0,4462,40.5,2013,21,159
2013,Mason County,39508,42329,45150,31.0,3496,20.7,2013,21,161
2013,Meade County,42121,45984,49847,21.4,4446,15.4,2013,21,163
2013,Menifee County,27648,30047,32446,46.0,1746,28.3,2013,21,165
2013,Mercer County,39890,43903,47916,23.7,3459,16.4,2013,21,167
2013,Metcalfe County,28108,30899,33690,41.1,2726,27.7,2013,21,169
2013,Monroe County,27136,29900,32664,35.8,2500,23.8,2013,21,171
2013,Montgomery County,38290,41326,44362,26.1,5352,20.0,2013,21,173
2013,Morgan County,28749,31579,34409,37.5,3399,29.4,2013,21,175
2013,Muhlenberg County,33553,37048,40543,35.0,7387,25.1,2013,21,177
2013,Nelson County,46631,49444,52257,20.0,6455,14.7,2013,21,179
2013,Nicholas County,33433,37006,40579,31.5,1423,20.6,2013,21,181
2013,Ohio County,37972,40622,43272,26.7,4497,19.1,2013,21,183
2013,Oldham County,81142,86580,92018,7.1,3524,6.1,2013,21,185
2013,Owen County,38028,42134,46240,27.6,2029,19.1,2013,21,187
2013,Owsley County,20474,22715,24956,55.0,1912,42.0,2013,21,189
2013,Pendleton County,41662,45570,49478,23.9,2317,16.1,2013,21,191
2013,Perry County,29376,32300,35224,35.2,7378,26.9,2013,21,193
2013,Pike County,32484,35071,37658,29.0,14330,23.0,2013,21,195
2013,Powell County,28738,31923,35108,40.8,3615,29.6,2013,21,197
2013,Pulaski County,31736,34355,36974,33.3,15851,25.2,2013,21,199
2013,Robertson County,34407,38101,41795,35.8,508,23.4,2013,21,201
2013,Rockcastle County,30332,33131,35930,36.3,4180,25.6,2013,21,203
2013,Rowan County,34461,37690,40919,31.3,5191,24.7,2013,21,205
2013,Russell County,28099,30985,33871,37.9,4458,25.5,2013,21,207
2013,Scott County,57549,61906,66263,14.4,5072,10.5,2013,21,209
2013,Shelby County,52015,56808,61601,18.3,5377,12.6,2013,21,211
2013,Simpson County,35534,39117,42700,28.5,3221,18.5,2013,21,213
2013,Spencer County,62566,66711,70856,12.2,1625,9.3,2013,21,215
2013,Taylor County,33286,36599,39912,32.2,4888,20.7,2013,21,217
2013,Todd County,34965,38533,42101,30.3,2519,20.5,2013,21,219
2013,Trigg County,39166,43416,47666,28.7,2604,18.3,2013,21,221
2013,Trimble County,41266,45394,49522,23.8,1405,16.1,2013,21,223
2013,Union County,41637,44595,47553,24.8,2771,18.7,2013,21,225
2013,Warren County,46347,48137,49927,22.6,20679,18.4,2013,21,227
2013,Washington County,39201,42500,45799,24.4,1935,16.8,2013,21,229
2013,Wayne County,27179,29878,32577,39.3,5565,27.5,2013,21,231
2013,Webster County,37037,40881,44725,24.1,2219,17.0,2013,21,233
2013,Whitley County,28487,30878,33269,37.2,8961,26.3,2013,21,235
2013,Wolfe County,23145,25657,28169,51.2,2585,36.4,2013,21,237
2013,Woodford County,55388,59233,63078,16.2,2724,11.0,2013,21,239
2013,Acadia Parish,35468,38788,42108,26.3,11604,19.0,2013,22,001
2013,Allen Parish,34757,38122,41487,26.5,4218,19.8,2013,22,003
2013,Ascension Parish,65358,70303,75248,15.7,12562,11.1,2013,22,005
2013,Assumption Parish,40553,44749,48945,25.6,4168,18.2,2013,22,007
2013,Avoyelles Parish,30186,33240,36294,33.9,9024,23.8,2013,22,009
2013,Beauregard Parish,42411,46225,50039,22.7,5772,16.6,2013,22,011
2013,Bienville Parish,30903,33790,36677,34.0,3255,23.9,2013,22,013
2013,Bossier Parish,49126,51899,54672,19.8,17610,14.6,2013,22,015
2013,Caddo Parish,37740,39776,41812,32.5,54703,22.0,2013,22,017
2013,Calcasieu Parish,40687,43779,46871,23.3,31752,16.6,2013,22,019
2013,Caldwell Parish,32373,35987,39601,32.7,2192,23.4,2013,22,021
2013,Cameron Parish,46803,51709,56615,19.4,898,13.3,2013,22,023
2013,Catahoula Parish,30235,33557,36879,32.1,2275,24.3,2013,22,025
2013,Claiborne Parish,31042,34390,37738,42.4,4202,30.7,2013,22,027
2013,Concordia Parish,27719,30432,33145,41.8,5792,30.6,2013,22,029
2013,De Soto Parish,35661,39403,43145,33.9,6281,23.5,2013,22,031
2013,East Baton Rouge Parish,45480,47770,50060,28.1,90205,20.8,2013,22,033
2013,East Carroll Parish,24206,26781,29356,57.7,2889,44.8,2013,22,035
2013,East Feliciana Parish,38141,41578,45015,28.8,3574,20.6,2013,22,037
2013,Evangeline Parish,29082,32130,35178,35.7,8853,27.6,2013,22,039
2013,Franklin Parish,28276,31243,34210,45.1,5774,29.1,2013,22,041
2013,Grant Parish,38731,41208,43685,27.9,4034,21.2,2013,22,043
2013,Iberia Parish,37998,41185,44372,31.3,14701,20.2,2013,22,045
2013,Iberville Parish,37126,40449,43772,34.9,7604,25.7,2013,22,047
2013,Jackson Parish,32396,35730,39064,31.0,3200,21.2,2013,22,049
2013,Jefferson Parish,44949,46547,48145,31.1,81444,18.9,2013,22,051
2013,Jefferson Davis Parish,37476,40760,44044,24.3,5508,18.0,2013,22,053
2013,Lafayette Parish,51180,54978,58776,21.1,35317,15.6,2013,22,055
2013,Lafourche Parish,47922,52115,56308,21.9,15695,16.5,2013,22,057
2013,La Salle Parish,37836,42104,46372,26.9,2825,20.9,2013,22,059
2013,Lincoln Parish,31586,34667,37748,32.1,13721,32.2,2013,22,061
2013,Livingston Parish,49933,53118,56303,18.1,18992,14.3,2013,22,063
2013,Madison Parish,24101,26745,29389,55.2,4223,40.8,2013,22,065
2013,Morehouse Parish,26399,28951,31503,41.1,7227,27.6,2013,22,067
2013,Natchitoches Parish,32028,35165,38302,36.7,10238,27.7,2013,22,069
2013,Orleans Parish,34928,36240,37552,39.0,97707,26.6,2013,22,071
2013,Ouachita Parish,37677,39976,42275,35.1,35807,23.8,2013,22,073
2013,Plaquemines Parish,46858,51306,55754,18.7,3591,15.4,2013,22,075
2013,Pointe Coupee Parish,37993,42129,46265,30.7,4501,20.2,2013,22,077
2013,Rapides Parish,36650,39411,42172,28.4,25418,19.7,2013,22,079
