YEAR,NAME,SAEMHI_LB90,SAEMHI_PT,SAEMHI_UB90,SAEPOVRT0_17_PT,SAEPOVALL_PT,SAEPOVRTALL_PT,YEAR,state,county
2015,Hopkins County,41051,44750,48449,26.6,8269,18.4,2015,21,107
2015,Jackson County,27501,30565,33629,41.0,4106,31.2,2015,21,109
2015,Jefferson County,50232,51230,52228,22.4,115246,15.4,2015,21,111
2015,Jessamine County,46213,49839,53465,23.8,9129,18.3,2015,21,113
2015,Johnson County,32600,36051,39502,34.4,5853,25.9,2015,21,115
2015,Kenton County,50603,52631,54659,18.2,20794,12.8,2015,21,117
2015,Knott County,27137,30138,33139,46.4,5055,33.8,2015,21,119
2015,Knox County,25949,28578,31207,45.2,9903,32.0,2015,21,121
2015,Larue County,36241,40202,44163,27.7,2506,18.1,2015,21,123
2015,Laurel County,35035,37737,40439,33.1,13641,23.0,2015,21,125
2015,Lawrence County,33664,36276,38888,34.3,3897,25.0,2015,21,127
2015,Lee County,23537,26201,28865,50.2,2274,34.7,2015,21,129
2015,Leslie County,25732,28722,31712,39.4,3518,33.7,2015,21,131
2015,Letcher County,27882,31079,34276,41.9,7580,33.2,2015,21,133
2015,Lewis County,30531,33867,37203,35.6,3329,24.7,2015,21,135
2015,Lincoln County,33666,37220,40774,31.4,5108,21.2,2015,21,137
2015,Livingston County,40224,44551,48878,25.0,1404,15.3,2015,21,139
2015,Logan County,39884,43795,47706,24.3,4113,15.5,2015,21,141
2015,Lyon County,44536,48189,51842,22.4,1196,16.9,2015,21,143
2015,McCracken County,43261,47184,51107,24.6,9671,15.2,2015,21,145
2015,McCreary County,23034,25655,28276,51.9,6604,41.5,2015,21,147
2015,McLean County,40079,44007,47935,26.0,1621,17.3,2015,21,149
2015,Madison County,42502,46342,50182,20.1,14873,18.2,2015,21,151
2015,Magoffin County,27822,29921,32020,45.1,4114,32.6,2015,21,153
2015,Marion County,37428,41189,44950,27.6,3869,20.5,2015,21,155
2015,Marshall County,46075,49771,53467,19.5,3693,12.1,2015,21,157
2015,Martin County,26354,29198,32042,45.3,4266,40.0,2015,21,159
2015,Mason County,33363,37071,40779,29.3,3262,19.5,2015,21,161
2015,Meade County,49136,51111,53086,20.3,3728,13.5,2015,21,163
2015,Menifee County,31337,34299,37261,43.5,1673,26.8,2015,21,165
2015,Mercer County,42098,46346,50594,21.9,3207,15.1,2015,21,167
2015,Metcalfe County,29587,32654,35721,38.4,2232,22.9,2015,21,169
2015,Monroe County,29095,31603,34111,37.8,2651,25.3,2015,21,171
2015,Montgomery County,38233,42468,46703,29.9,5818,21.5,2015,21,173
2015,Morgan County,28312,31489,34666,40.9,3577,31.3,2015,21,175
2015,Muhlenberg County,36450,40272,44094,26.2,5718,19.4,2015,21,177
2015,Nelson County,48031,51843,55655,18.8,5577,12.5,2015,21,179
2015,Nicholas County,33475,37267,41059,34.3,1505,21.5,2015,21,181
2015,Ohio County,36777,40661,44545,27.5,4728,19.9,2015,21,183
2015,Oldham County,78883,84415,89947,6.7,3688,6.2,2015,21,185
2015,Owen County,39142,43686,48230,25.4,1801,16.9,2015,21,187
2015,Owsley County,20890,23341,25792,61.6,1847,42.4,2015,21,189
2015,Pendleton County,44442,49345,54248,23.5,2329,16.4,2015,21,191
2015,Perry County,29027,31740,34453,37.2,7675,28.5,2015,21,193
2015,Pike County,31694,34315,36936,32.0,15082,25.0,2015,21,195
2015,Powell County,31025,34510,37995,39.3,3120,26.0,2015,21,197
2015,Pulaski County,39130,40702,42274,31.7,14448,23.0,2015,21,199
2015,Robertson County,35848,40027,44206,36.7,467,22.5,2015,21,201
2015,Rockcastle County,30420,33293,36166,32.4,3789,22.9,2015,21,203
2015,Rowan County,32804,36597,40390,32.4,5804,27.2,2015,21,205
2015,Russell County,28916,31968,35020,35.8,4275,24.6,2015,21,207
2015,Scott County,59787,63775,67763,18.1,6643,13.1,2015,21,209
2015,Shelby County,56812,60189,63566,17.1,5091,11.5,2015,21,211
2015,Simpson County,41092,45496,49900,26.2,2820,16.0,2015,21,213
2015,Spencer County,62275,68147,74019,11.9,1595,9.0,2015,21,215
2015,Taylor County,32170,35700,39230,33.8,5546,23.0,2015,21,217
2015,Todd County,36702,40963,45224,28.1,2374,19.3,2015,21,219
2015,Trigg County,40669,45106,49543,26.5,2129,15.1,2015,21,221
2015,Trimble County,43695,48392,53089,22.3,1365,15.7,2015,21,223
2015,Union County,40684,45239,49794,20.7,3069,20.7,2015,21,225
2015,Warren County,42250,45964,49678,22.9,20992,18.0,2015,21,227
2015,Washington County,40863,45143,49423,23.6,1992,17.1,2015,21,229
2015,Wayne County,27056,29826,32596,40.3,5617,28.0,2015,21,231
2015,Webster County,39924,44245,48566,24.9,2306,18.1,2015,21,233
2015,Whitley County,28977,31903,34829,38.9,10019,29.2,2015,21,235
2015,Wolfe County,24338,27196,30054,50.4,2184,30.7,2015,21,237
2015,Woodford County,52301,57862,63423,17.0,2945,11.6,2015,21,239
2015,Acadia Parish,37920,42033,46146,32.5,14559,23.7,2015,22,001
2015,Allen Parish,38789,42120,45451,24.3,4372,20.4,2015,22,003
2015,Ascension Parish,69917,74852,79787,14.8,12695,10.7,2015,22,005
2015,Assumption Parish,43834,48516,53198,25.2,3795,16.8,2015,22,007
2015,Avoyelles Parish,31448,34803,38158,34.7,9540,25.3,2015,22,009
2015,Beauregard Parish,43603,48206,52809,24.8,6824,19.5,2015,22,011
2015,Bienville Parish,31094,34565,38036,37.4,3415,25.4,2015,22,013
2015,Bossier Parish,51500,55403,59306,20.4,17765,14.5,2015,22,015
2015,Caddo Parish,38996,41081,43166,34.8,54405,22.2,2015,22,017
2015,Calcasieu Parish,43897,46523,49149,26.0,34103,17.5,2015,22,019
2015,Caldwell Parish,34589,38564,42539,32.8,2153,22.9,2015,22,021
2015,Cameron Parish,50646,56259,61872,17.6,865,12.7,2015,22,023
2015,Catahoula Parish,30426,33958,37490,37.0,2525,27.2,2015,22,025
2015,Claiborne Parish,30247,33740,37233,37.1,4121,30.9,2015,22,027
2015,Concordia Parish,29622,33068,36514,41.6,5505,29.5,2015,22,029
2015,De Soto Parish,37690,41691,45692,38.7,6667,24.9,2015,22,031
2015,East Baton Rouge Parish,49055,50389,51723,26.5,80662,18.5,2015,22,033
2015,East Carroll Parish,23591,26325,29059,56.1,2708,43.5,2015,22,035
2015,East Feliciana Parish,38808,43105,47402,27.6,3766,21.8,2015,22,037
2015,Evangeline Parish,30440,33407,36374,32.1,8310,25.7,2015,22,039
2015,Franklin Parish,30901,33845,36789,40.7,5000,25.4,2015,22,041
2015,Grant Parish,39223,43437,47651,28.1,4120,21.3,2015,22,043
2015,Iberia Parish,41651,45039,48427,32.7,15214,20.8,2015,22,045
2015,Iberville Parish,37844,42000,46156,30.7,6538,22.3,2015,22,047
2015,Jackson Parish,37277,41029,44781,30.8,3125,21.1,2015,22,049
2015,Jefferson Parish,47924,49503,51082,27.1,70484,16.3,2015,22,051
2015,Jefferson Davis Parish,39315,43677,48039,27.2,6245,20.3,2015,22,053
2015,Lafayette Parish,50333,52411,54489,20.7,39876,17.0,2015,22,055
2015,Lafourche Parish,50664,53482,56300,20.0,13612,14.1,2015,22,057
2015,La Salle Parish,41422,46258,51094,21.8,2533,18.5,2015,22,059
2015,Lincoln Parish,34389,38118,41847,29.8,10965,25.5,2015,22,061
2015,Livingston Parish,54660,58774,62888,17.6,18356,13.5,2015,22,063
2015,Madison Parish,24670,27225,29780,52.7,3743,37.6,2015,22,065
2015,Morehouse Parish,28701,31777,34853,50.0,7948,31.1,2015,22,067
2015,Natchitoches Parish,30619,33786,36953,36.2,10952,29.6,2015,22,069
2015,Orleans Parish,36852,38640,40428,38.2,90849,24.0,2015,22,071
2015,Ouachita Parish,35793,38453,41113,33.1,34836,23.0,2015,22,073
2015,Plaquemines Parish,44118,49122,54126,19.7,4027,17.3,2015,22,075
2015,Pointe Coupee Parish,39337,42919,46501,29.2,4264,19.3,2015,22,077
2015,Rapides Parish,40363,42758,45153,31.7,27768,21.6,2015,22,079
2015,Red River Parish,39273,41742,44211,37.9,2157,25.7,2015,22,081
2015,Richland Parish,31078,34588,38098,37.3,4835,24.7,2015,22,083
2015,Sabine Parish,38664,42196,45728,25.9,4294,18.1,2015,22,085
2015,St. Bernard Parish,38814,41540,44266,30.3,9179,20.4,2015,22,087
2015,St. Charles Parish,58491,61601,64711,17.4,6147,11.8,2015,22,089
2015,St. Helena Parish,32872,36602,40332,34.0,2073,19.9,2015,22,091
2015,St. James Parish,47588,52258,56928,26.6,3902,18.3,2015,22,093
2015,St. John the Baptist Parish,46305,50596,54887,29.9,8829,20.5,2015,22,095
2015,St. Landry Parish,30631,33503,36375,37.2,22326,27.0,2015,22,097
2015,St. Martin Parish,41184,45435,49686,27.9,9693,18.3,2015,22,099
2015,St. Mary Parish,38548,40945,43342,28.3,10225,19.7,2015,22,101
2015,St. Tammany Parish,61360,63499,65638,17.3,31138,12.5,2015,22,103
2015,Tangipahoa Parish,38161,41768,45375,35.0,30092,24.0,2015,22,105
2015,Tensas Parish,24218,27077,29936,52.6,1659,35.1,2015,22,107
2015,Terrebonne Parish,41561,44450,47339,24.9,22587,20.1,2015,22,109
2015,Union Parish,34967,38741,42515,34.3,4816,21.9,2015,22,111
2015,Vermilion Parish,43234,46807,50380,23.6,10726,18.1,2015,22,113
2015,Vernon Parish,40758,44733,48708,23.3,8496,17.5,2015,22,115
2015,Washington Parish,30079,33453,36827,36.9,11707,26.2,2015,22,117
2015,Webster Parish,31681,34566,37451,40.0,10058,25.9,2015,22,119
2015,West Baton Rouge Parish,50041,55074,60107,22.1,3754,15.1,2015,22,121
2015,West Carroll Parish,31912,35484,39056,32.1,2461,22.7,2015,22,123
2015,West Feliciana Parish,50938,56680,62422,21.7,2401,23.9,2015,22,125
2015,Winn Parish,32516,36173,39830,30.4,3082,24.0,2015,22,127
2015,Androscoggin County,46319,48930,51541,21.8,15668,15.0,2015,23,001
2015,Aroostook County,35391,37104,38817,21.8,12342,18.4,2015,23,003
2015,Cumberland County,60406,63191,65976,12.2,30030,10.7,2015,23,005
2015,Franklin County,39483,42859,46235,21.4,4211,14.6,2015,23,007
2015,Hancock County,45173,48601,52029,16.2,6136,11.5,2015,23,009
2015,Kennebec County,47733,50408,53083,18.0,15229,13.1,2015,23,011
2015,Knox County,43366,47489,51612,17.9,4393,11.4,2015,23,013
2015,Lincoln County,46509,50152,53795,20.2,4713,14.1,2015,23,015
2015,Oxford County,39341,42674,46007,25.6,9579,17.0,2015,23,017
2015,Penobscot County,41280,44647,48014,19.1,24822,17.1,2015,23,019
2015,Piscataquis County,33244,36463,39682,30.5,3173,19.1,2015,23,021
2015,Sagadahoc County,50687,55645,60603,17.2,3915,11.2,2015,23,023
2015,Somerset County,37396,40165,42934,25.9,9376,18.7,2015,23,025
2015,Waldo County,40146,43198,46250,21.3,5524,14.4,2015,23,027
2015,Washington County,33085,35576,38067,28.8,5779,18.8,2015,23,029
2015,York County,59872,61340,62808,11.4,16376,8.3,2015,23,031
2015,Allegany County,36747,39859,42971,27.1,12977,20.0,2015,24,001
2015,Anne Arundel County,88991,90825,92659,8.1,32769,6.0,2015,24,003
2015,Baltimore County,65977,68317,70657,11.9,73955,9.1,2015,24,005
2015,Calvert County,92225,98937,105649,8.1,5315,5.9,2015,24,009
2015,Caroline County,47037,51294,55551,22.9,4625,14.4,2015,24,011
2015,Carroll County,80896,84506,88116,7.2,10235,6.2,2015,24,013
2015,Cecil County,65554,68972,72390,14.8,10109,10.0,2015,24,015
2015,Charles County,84765,87941,91117,10.4,10943,7.1,2015,24,017
2015,Dorchester County,40795,44664,48533,29.8,5781,18.1,2015,24,019
2015,Frederick County,81045,83746,86447,9.0,17749,7.4,2015,24,021
2015,Garrett County,42969,46469,49969,19.3,3921,13.6,2015,24,023
2015,Harford County,74377,77992,81607,10.3,19384,7.8,2015,24,025
2015,Howard County,106491,110224,113957,6.5,16350,5.2,2015,24,027
2015,Kent County,47021,52274,57527,21.6,2723,14.8,2015,24,029
2015,Montgomery County,95889,98314,100739,10.5,77657,7.5,2015,24,031
2015,Prince George's County,75162,76366,77570,14.2,83988,9.5,2015,24,033
2015,Queen Anne's County,77791,83914,90037,10.5,3474,7.2,2015,24,035
2015,St. Mary's County,77682,83148,88614,12.7,9398,8.7,2015,24,037
2015,Somerset County,35196,38692,42188,35.9,5246,25.8,2015,24,039
2015,Talbot County,56914,62018,67122,15.9,3857,10.4,2015,24,041
2015,Washington County,51814,55270,58726,17.8,16984,12.0,2015,24,043
2015,Wicomico County,49260,52153,55046,21.7,14347,14.7,2015,24,045
2015,Worcester County,49849,53366,56883,20.7,5729,11.3,2015,24,047
2015,Baltimore city,41388,43192,44996,33.9,135850,22.7,2015,24,510
2015,Barnstable County,63975,65735,67495,11.5,16030,7.6,2015,25,001
2015,Berkshire County,47369,50646,53923,19.6,17453,14.3,2015,25,003
2015,Bristol County,57811,59839,61867,17.3,68378,12.6,2015,25,005
2015,Dukes County,57961,64456,70951,13.4,1456,8.5,2015,25,007
2015,Essex County,65879,68237,70595,16.6,87669,11.5,2015,25,009
2015,Franklin County,54793,57325,59857,16.9,8221,11.8,2015,25,011
2015,Hampden County,50133,51415,52697,27.4,77818,17.1,2015,25,013
2015,Hampshire County,57472,60853,64234,11.6,21232,15.3,2015,25,015
2015,Middlesex County,88610,90025,91440,8.2,116761,7.6,2015,25,017
2015,Nantucket County,79432,86014,92596,8.5,796,7.3,2015,25,019
2015,Norfolk County,89953,93187,96421,6.4,48042,7.1,2015,25,021
2015,Plymouth County,71454,74736,78018,12.4,48231,9.7,2015,25,023
2015,Suffolk County,54762,56530,58298,29.3,144867,19.8,2015,25,025
2015,Worcester County,63891,65621,67351,15.2,95500,12.1,2015,25,027
2015,Alcona County,34576,37618,40660,30.8,1610,15.8,2015,26,001
2015,Alger County,38897,43341,47785,21.0,1226,14.6,2015,26,003
2015,Allegan County,53138,55611,58084,15.1,12668,11.2,2015,26,005
2015,Alpena County,38164,40665,43166,24.6,4598,16.2,2015,26,007
2015,Antrim County,46310,49118,51926,24.1,3244,14.2,2015,26,009
2015,Arenac County,35262,37120,38978,30.5,3024,20.1,2015,26,011
2015,Baraga County,38578,42389,46200,24.3,1303,17.3,2015,26,013
2015,Barry County,53201,57665,62129,14.0,5430,9.3,2015,26,015
2015,Bay County,43126,46256,49386,20.8,15161,14.5,2015,26,017
2015,Benzie County,44618,48127,51636,19.1,1810,10.5,2015,26,019
2015,Berrien County,44103,46588,49073,26.2,25854,17.1,2015,26,021
2015,Branch County,43987,47146,50305,23.7,6203,14.9,2015,26,023
2015,Calhoun County,41369,43864,46359,24.0,21068,16.1,2015,26,025
2015,Cass County,47329,49889,52449,22.5,7530,14.8,2015,26,027
2015,Charlevoix County,44581,48267,51953,18.3,3000,11.6,2015,26,029
2015,Cheboygan County,37791,41036,44281,28.4,4394,17.6,2015,26,031
2015,Chippewa County,39684,42473,45262,27.4,6502,19.7,2015,26,033
2015,Clare County,30727,33250,35773,38.8,7437,24.7,2015,26,035
2015,Clinton County,61155,65051,68947,10.8,7632,10.0,2015,26,037
2015,Crawford County,37805,40907,44009,31.2,2326,17.2,2015,26,039
2015,Delta County,39642,43020,46398,20.8,5278,14.8,2015,26,041
2015,Dickinson County,43967,47616,51265,17.8,3117,12.3,2015,26,043
2015,Eaton County,53530,56760,59990,15.7,11668,10.9,2015,26,045
2015,Emmet County,46567,49774,52981,15.7,3579,11.0,2015,26,047
2015,Genesee County,42418,44181,45944,30.2,83172,20.5,2015,26,049
2015,Gladwin County,38681,40746,42811,32.2,4922,19.8,2015,26,051
2015,Gogebic County,35407,38416,41425,27.5,2581,18.6,2015,26,053
2015,Grand Traverse County,52002,54874,57746,12.3,7621,8.5,2015,26,055
2015,Gratiot County,39879,42800,45721,20.6,5938,16.5,2015,26,057
2015,Hillsdale County,43714,46786,49858,24.6,7361,16.6,2015,26,059
2015,Houghton County,38644,41775,44906,18.4,5794,17.4,2015,26,061
2015,Huron County,43595,45917,48239,18.9,3662,11.7,2015,26,063
2015,Ingham County,45185,47470,49755,24.1,56310,21.0,2015,26,065
2015,Ionia County,48735,51013,53291,17.7,8342,14.2,2015,26,067
2015,Iosco County,38005,39874,41743,32.3,3998,16.1,2015,26,069
2015,Iron County,33166,36570,39974,25.5,1612,14.6,2015,26,071
2015,Isabella County,39338,41957,44576,20.0,16744,26.1,2015,26,073
2015,Jackson County,48204,50683,53162,25.2,24317,16.2,2015,26,075
2015,Kalamazoo County,49969,52252,54535,19.0,40161,16.0,2015,26,077
2015,Kalkaska County,40192,42829,45466,27.5,2827,16.5,2015,26,079
2015,Kent County,52854,54550,56246,19.1,90457,14.5,2015,26,081
2015,Keweenaw County,37211,40862,44513,21.4,290,13.4,2015,26,083
2015,Lake County,30342,32971,35600,45.2,2743,24.8,2015,26,085
2015,Lapeer County,53937,57774,61611,14.7,8683,10.0,2015,26,087
2015,Leelanau County,56721,61397,66073,13.4,1716,7.9,2015,26,089
2015,Lenawee County,46549,49013,51477,20.9,13388,14.3,2015,26,091
2015,Livingston County,74512,76934,79356,7.8,12035,6.5,2015,26,093
2015,Luce County,37993,41870,45747,29.7,1024,19.6,2015,26,095
2015,Mackinac County,36638,40091,43544,26.1,1740,16.1,2015,26,097
2015,Macomb County,53102,54939,56776,16.8,99879,11.7,2015,26,099
2015,Manistee County,39134,41811,44488,25.8,3465,15.0,2015,26,101
2015,Marquette County,45257,48108,50959,17.9,9376,15.0,2015,26,103
2015,Mason County,40232,43620,47008,26.9,4745,16.8,2015,26,105
2015,Mecosta County,39109,41755,44401,29.6,8452,21.3,2015,26,107
2015,Menominee County,39190,42591,45992,26.8,3912,16.9,2015,26,109
2015,Midland County,55708,59248,62788,15.0,9434,11.5,2015,26,111
2015,Missaukee County,39551,42836,46121,26.2,2576,17.5,2015,26,113
2015,Monroe County,52891,56161,59431,14.6,15717,10.6,2015,26,115
2015,Montcalm County,39043,41728,44413,26.9,10729,17.9,2015,26,117
2015,Montmorency County,33617,37153,40689,33.9,1660,18.2,2015,26,119
2015,Muskegon County,44560,46709,48858,23.4,26695,16.1,2015,26,121
2015,Newaygo County,41568,45086,48604,23.1,7695,16.3,2015,26,123
2015,Oakland County,68667,70150,71633,11.7,114976,9.3,2015,26,125
2015,Oceana County,40026,43211,46396,28.9,4439,17.2,2015,26,127
2015,Ogemaw County,34752,37057,39362,34.2,3995,19.4,2015,26,129
2015,Ontonagon County,33886,37508,41130,30.3,868,14.6,2015,26,131
2015,Osceola County,39705,41782,43859,29.9,4225,18.7,2015,26,133
2015,Oscoda County,33747,36724,39701,32.8,1681,20.5,2015,26,135
2015,Otsego County,48374,50420,52466,19.2,2889,12.1,2015,26,137
2015,Ottawa County,59303,61429,63555,9.2,23266,8.6,2015,26,139
2015,Presque Isle County,38618,41658,44698,25.0,1717,13.6,2015,26,141
2015,Roscommon County,36232,38516,40800,40.3,4514,19.2,2015,26,143
2015,Saginaw County,41448,43344,45240,27.7,34758,18.6,2015,26,145
2015,St. Clair County,49715,51183,52651,18.9,20195,12.8,2015,26,147
2015,St. Joseph County,44985,46667,48349,22.3,8856,14.7,2015,26,149
2015,Sanilac County,39752,41861,43970,24.8,6832,16.7,2015,26,151
2015,Schoolcraft County,33914,36741,39568,24.8,1273,15.9,2015,26,153
2015,Shiawassee County,47988,50807,53626,19.6,8374,12.4,2015,26,155
2015,Tuscola County,43072,45800,48528,25.1,8200,15.5,2015,26,157
2015,Van Buren County,45230,47806,50382,22.8,11632,15.7,2015,26,159
2015,Washtenaw County,60169,62401,64633,13.4,48525,14.2,2015,26,161
2015,Wayne County,40967,41585,42203,37.0,430851,24.8,2015,26,163
2015,Wexford County,39800,42922,46044,25.2,4827,14.8,2015,26,165
2015,Aitkin County,40629,43817,47005,22.4,2191,14.2,2015,27,001
2015,Anoka County,70493,73276,76059,9.2,24058,7.1,2015,27,003
2015,Becker County,50758,54304,57850,16.5,3728,11.3,2015,27,005
2015,Beltrami County,42985,46031,49077,23.5,7081,16.2,2015,27,007
2015,Benton County,48687,52513,56339,13.5,4431,11.4,2015,27,009
2015,Big Stone County,43020,47583,52146,15.9,566,11.5,2015,27,011
2015,Blue Earth County,46420,49664,52908,14.0,10725,17.2,2015,27,013
2015,Brown County,52691,56330,59969,10.6,2003,8.3,2015,27,015
2015,Carlton County,51085,54945,58805,12.2,3658,10.8,2015,27,017
2015,Carver County,88926,93857,98788,4.7,4407,4.5,2015,27,019
2015,Cass County,45242,47645,50048,26.0,4259,15.0,2015,27,021
2015,Chippewa County,46030,50896,55762,15.3,1319,11.1,2015,27,023
2015,Chisago County,66078,70036,73994,7.9,3348,6.3,2015,27,025
2015,Clay County,56951,60417,63883,12.5,7140,12.1,2015,27,027
2015,Clearwater County,40391,42689,44987,23.3,1267,14.6,2015,27,029
2015,Cook County,45677,50350,55023,17.8,571,11.1,2015,27,031
2015,Cottonwood County,45184,49448,53712,19.1,1554,13.7,2015,27,033
2015,Crow Wing County,47448,50755,54062,14.9,6500,10.4,2015,27,035
2015,Dakota County,74443,77576,80709,9.1,29191,7.1,2015,27,037
2015,Dodge County,59804,65494,71184,8.6,1388,6.9,2015,27,039
2015,Douglas County,52422,56819,61216,11.4,3206,8.8,2015,27,041
2015,Faribault County,48609,52169,55729,18.1,1542,11.3,2015,27,043
2015,Fillmore County,48808,52170,55532,17.1,2212,10.8,2015,27,045
2015,Freeborn County,45087,47418,49749,19.7,4033,13.4,2015,27,047
2015,Goodhue County,56460,60285,64110,10.8,4042,8.9,2015,27,049
2015,Grant County,45963,50570,55177,15.1,615,10.6,2015,27,051
2015,Hennepin County,67520,68902,70284,13.9,130801,10.9,2015,27,053
2015,Houston County,52091,56276,60461,10.2,1528,8.2,2015,27,055
2015,Hubbard County,50461,52841,55221,18.3,2174,10.6,2015,27,057
2015,Isanti County,58301,63134,67967,10.1,2922,7.7,2015,27,059
2015,Itasca County,48722,52064,55406,17.7,5656,12.7,2015,27,061
2015,Jackson County,49331,54001,58671,13.0,918,9.2,2015,27,063
2015,Kanabec County,45441,48907,52373,18.2,1828,11.7,2015,27,065
2015,Kandiyohi County,50119,52597,55075,16.8,4568,10.9,2015,27,067
2015,Kittson County,53580,55545,57510,14.1,440,10.2,2015,27,069
2015,Koochiching County,42727,46807,50887,22.0,1794,14.3,2015,27,071
2015,Lac qui Parle County,47860,50764,53668,13.5,560,8.4,2015,27,073
2015,Lake County,48541,53093,57645,14.6,1024,9.8,2015,27,075
2015,Lake of the Woods County,41581,46128,50675,16.2,451,11.7,2015,27,077
2015,Le Sueur County,57998,62672,67346,10.9,2336,8.5,2015,27,079
2015,Lincoln County,48510,52164,55818,13.1,525,9.3,2015,27,081
2015,Lyon County,50903,55051,59199,16.7,3009,12.2,2015,27,083
2015,McLeod County,55831,60549,65267,11.0,3059,8.6,2015,27,085
2015,Mahnomen County,37122,40849,44576,34.3,1153,21.5,2015,27,087
2015,Marshall County,51666,55889,60112,11.6,777,8.3,2015,27,089
2015,Martin County,44599,48478,52357,19.5,2687,13.6,2015,27,091
2015,Meeker County,54735,58607,62479,10.5,1788,7.9,2015,27,093
2015,Mille Lacs County,47971,50633,53295,18.5,3125,12.4,2015,27,095
2015,Morrison County,51423,54245,57067,15.0,3521,10.9,2015,27,097
2015,Mower County,46615,50878,55141,16.1,4185,10.8,2015,27,099
2015,Murray County,46074,50378,54682,12.7,747,9.0,2015,27,101
2015,Nicollet County,54865,58839,62813,11.6,3302,10.7,2015,27,103
2015,Nobles County,45729,50100,54471,17.2,2769,12.9,2015,27,105
2015,Norman County,46917,50775,54633,17.6,760,11.7,2015,27,107
2015,Olmsted County,67209,70063,72917,11.1,13255,8.9,2015,27,109
2015,Otter Tail County,53228,55357,57486,14.1,5499,9.7,2015,27,111
2015,Pennington County,46439,51341,56243,12.0,1439,10.4,2015,27,113
2015,Pine County,43565,46332,49099,18.6,3776,13.9,2015,27,115
2015,Pipestone County,48272,51939,55606,15.7,1000,11.0,2015,27,117
2015,Polk County,50499,54270,58041,16.2,3576,11.8,2015,27,119
2015,Pope County,48762,53267,57772,13.0,918,8.4,2015,27,121
2015,Ramsey County,55362,57299,59236,22.5,78920,15.1,2015,27,123
2015,Red Lake County,47786,52244,56702,12.0,390,9.7,2015,27,125
2015,Redwood County,44488,48520,52552,15.4,1674,11.0,2015,27,127
2015,Renville County,54142,56835,59528,15.2,1381,9.5,2015,27,129
2015,Rice County,55165,59863,64561,11.2,5353,9.2,2015,27,131
2015,Rock County,50430,55462,60494,12.6,905,9.7,2015,27,133
2015,Roseau County,50148,54416,58684,12.0,1460,9.4,2015,27,135
2015,St. Louis County,47921,50141,52361,15.2,25821,13.4,2015,27,137
2015,Scott County,87995,92898,97801,6.0,7203,5.1,2015,27,139
2015,Sherburne County,73959,79495,85031,8.1,6658,7.5,2015,27,141
2015,Sibley County,53182,57052,60922,12.3,1304,8.9,2015,27,143
2015,Stearns County,53182,55244,57306,14.3,19939,13.5,2015,27,145
2015,Steele County,57107,60970,64833,13.2,3410,9.4,2015,27,147
2015,Stevens County,50266,54323,58380,8.6,960,10.9,2015,27,149
2015,Swift County,42675,47130,51585,15.2,1094,11.9,2015,27,151
2015,Todd County,45790,48840,51890,19.3,3073,12.8,2015,27,153
2015,Traverse County,42106,46764,51422,22.7,474,14.4,2015,27,155
2015,Wabasha County,53956,57873,61790,9.7,1459,6.9,2015,27,157
2015,Wadena County,42484,45597,48710,19.6,2014,15.0,2015,27,159
2015,Waseca County,49998,54495,58992,13.6,1744,9.9,2015,27,161
2015,Washington County,84028,88329,92630,6.0,12744,5.1,2015,27,163
2015,Watonwan County,43740,48044,52348,16.7,1219,11.3,2015,27,165
2015,Wilkin County,51514,56583,61652,13.2,609,9.8,2015,27,167
2015,Winona County,50448,54367,58286,12.7,5953,12.7,2015,27,169
2015,Wright County,72801,76407,80013,6.1,6629,5.1,2015,27,171
2015,Yellow Medicine County,47590,51569,55548,15.0,1207,12.5,2015,27,173
2015,Adams County,29745,32673,35601,43.8,8533,29.6,2015,28,001
2015,Alcorn County,38502,41383,44264,29.5,7159,19.6,2015,28,003
2015,Amite County,33262,37085,40908,33.7,2757,22.2,2015,28,005
2015,Attala County,30061,32988,35915,34.1,4290,22.9,2015,28,007
2015,Benton County,29259,32467,35675,38.3,2042,25.3,2015,28,009
2015,Bolivar County,27306,30311,33316,47.8,11380,36.1,2015,28,011
2015,Calhoun County,30685,33906,37127,33.7,3336,23.0,2015,28,013
2015,Carroll County,35568,39439,43310,27.1,1871,19.0,2015,28,015
2015,Chickasaw County,29062,31937,34812,38.8,4467,26.6,2015,28,017
2015,Choctaw County,31883,35370,38857,36.7,2004,24.5,2015,28,019
2015,Claiborne County,24153,26959,29765,54.0,3717,46.3,2015,28,021
2015,Clarke County,34990,38362,41734,33.4,3467,21.8,2015,28,023
2015,Clay County,29159,32360,35561,42.1,5444,27.6,2015,28,025
2015,Coahoma County,23420,25948,28476,49.3,8410,35.0,2015,28,027
2015,Copiah County,31596,34723,37850,39.1,7323,26.1,2015,28,029
2015,Covington County,32888,36206,39524,35.0,4323,22.4,2015,28,031
2015,DeSoto County,58014,60610,63206,13.0,17169,10.0,2015,28,033
2015,Forrest County,32205,35198,38191,32.2,19355,26.6,2015,28,035
2015,Franklin County,32680,36391,40102,30.8,1577,20.6,2015,28,037
2015,George County,43721,48212,52703,24.6,3897,17.1,2015,28,039
2015,Greene County,38535,42699,46863,26.4,2510,22.6,2015,28,041
2015,Grenada County,31662,35163,38664,32.4,4539,21.3,2015,28,043
2015,Hancock County,41683,45911,50139,30.1,9574,20.8,2015,28,045
2015,Harrison County,39988,42370,44752,33.6,43019,22.0,2015,28,047
